Date_Time,open,high,low,close
2013-02-05 13:07:00,1.35364,1.35368,1.3534700000000002,1.3535700000000002
2013-02-05 13:08:00,1.3535700000000002,1.3536600000000001,1.3533600000000001,1.3533899999999999
2013-02-05 13:09:00,1.3533999999999999,1.35355,1.35338,1.35351
2013-02-05 13:10:00,1.3534999999999999,1.35354,1.3532799999999998,1.3532999999999999
2013-02-05 13:11:00,1.3532899999999999,1.3532999999999999,1.35303,1.3531899999999999
2013-02-05 13:12:00,1.3531899999999999,1.3534999999999999,1.35317,1.35337
2013-02-05 13:13:00,1.35337,1.35345,1.3532500000000001,1.35337
2013-02-05 13:14:00,1.3533600000000001,1.3536900000000001,1.35334,1.3536700000000002
2013-02-05 13:15:00,1.3536900000000001,1.3536900000000001,1.3532799999999998,1.3534200000000001
2013-02-05 13:16:00,1.3534299999999999,1.3535900000000001,1.3533999999999999,1.35358
2013-02-05 13:17:00,1.35358,1.3536900000000001,1.3534299999999999,1.3534700000000002
2013-02-05 13:18:00,1.3534700000000002,1.3535900000000001,1.3533999999999999,1.3534700000000002
2013-02-05 13:19:00,1.3534700000000002,1.35354,1.3532799999999998,1.3533600000000001
2013-02-05 13:20:00,1.3533600000000001,1.35372,1.35331,1.3536999999999999
2013-02-05 13:21:00,1.3536999999999999,1.3539600000000001,1.35355,1.35395
2013-02-05 13:22:00,1.3539600000000001,1.35402,1.35381,1.3539000000000001
2013-02-05 13:23:00,1.3539000000000001,1.35409,1.35389,1.3539399999999999
2013-02-05 13:24:00,1.3539399999999999,1.35406,1.35381,1.3539099999999999
2013-02-05 13:25:00,1.3539099999999999,1.3540299999999998,1.35385,1.3540000000000001
2013-02-05 13:26:00,1.3540000000000001,1.3540000000000001,1.35365,1.35368
2013-02-05 13:27:00,1.35368,1.35382,1.35348,1.3534899999999999
2013-02-05 13:28:00,1.3534899999999999,1.3536999999999999,1.3534899999999999,1.3535900000000001
2013-02-05 13:29:00,1.3535900000000001,1.3535900000000001,1.3533600000000001,1.3533899999999999
2013-02-05 13:30:00,1.3533899999999999,1.35361,1.3533600000000001,1.3533899999999999
2013-02-05 13:31:00,1.35338,1.35358,1.3530599999999999,1.35307
2013-02-05 13:32:00,1.3530799999999998,1.3531899999999999,1.3526400000000001,1.3526499999999999
2013-02-05 13:33:00,1.3526499999999999,1.35304,1.3526400000000001,1.35286
2013-02-05 13:34:00,1.35286,1.35307,1.3527899999999999,1.3528899999999999
2013-02-05 13:35:00,1.3529,1.35314,1.35277,1.3531200000000001
2013-02-05 13:36:00,1.35311,1.3533500000000001,1.3531,1.3533299999999999
2013-02-05 13:37:00,1.3533299999999999,1.35344,1.35324,1.35334
2013-02-05 13:38:00,1.35334,1.35354,1.35334,1.35338
2013-02-05 13:39:00,1.35338,1.3536900000000001,1.3532200000000001,1.3535900000000001
2013-02-05 13:40:00,1.35358,1.35358,1.35286,1.3529
2013-02-05 13:41:00,1.3529,1.3530799999999998,1.35216,1.3524
2013-02-05 13:42:00,1.35239,1.35249,1.35178,1.3521000000000001
2013-02-05 13:43:00,1.35209,1.3521100000000001,1.3515999999999999,1.35172
2013-02-05 13:44:00,1.35171,1.3519099999999999,1.35161,1.3516600000000001
2013-02-05 13:45:00,1.3516600000000001,1.35189,1.3516299999999999,1.35172
2013-02-05 13:46:00,1.3517299999999999,1.3519000000000001,1.35168,1.3516900000000001
2013-02-05 13:47:00,1.3516999999999999,1.3517299999999999,1.3509,1.3511
2013-02-05 13:48:00,1.3510899999999999,1.3514299999999999,1.3509,1.35141
2013-02-05 13:49:00,1.3514200000000001,1.35144,1.3511799999999998,1.3514200000000001
2013-02-05 13:50:00,1.3514200000000001,1.3517399999999999,1.3513899999999999,1.3516900000000001
2013-02-05 13:51:00,1.3516900000000001,1.3517999999999999,1.3513999999999999,1.3514999999999999
2013-02-05 13:52:00,1.3514999999999999,1.3517999999999999,1.3514999999999999,1.3516900000000001
2013-02-05 13:53:00,1.3516900000000001,1.3518399999999999,1.3515700000000002,1.35162
2013-02-05 13:54:00,1.35162,1.35164,1.3513899999999999,1.3515999999999999
2013-02-05 13:55:00,1.3515999999999999,1.35165,1.35117,1.35131
2013-02-05 13:56:00,1.35131,1.35141,1.3511799999999998,1.3513700000000002
2013-02-05 13:57:00,1.3513600000000001,1.3513999999999999,1.35111,1.3511500000000001
2013-02-05 13:58:00,1.3511600000000001,1.35164,1.3511,1.3514899999999999
2013-02-05 13:59:00,1.3514899999999999,1.35181,1.3513299999999999,1.35181
2013-02-05 14:00:00,1.3518299999999999,1.3518299999999999,1.35158,1.35165
2013-02-05 14:01:00,1.3516600000000001,1.3519099999999999,1.35158,1.35188
2013-02-05 14:02:00,1.35188,1.3527899999999999,1.3518600000000001,1.3527
2013-02-05 14:03:00,1.3527,1.3527200000000001,1.35225,1.3524399999999999
2013-02-05 14:04:00,1.3524399999999999,1.3526200000000002,1.3522799999999999,1.35249
2013-02-05 14:05:00,1.3525,1.3527200000000001,1.3522799999999999,1.3526899999999999
2013-02-05 14:06:00,1.3526899999999999,1.35273,1.3525799999999999,1.3527
2013-02-05 14:07:00,1.3527,1.3527200000000001,1.35253,1.35267
2013-02-05 14:08:00,1.3526799999999999,1.3526899999999999,1.35246,1.35253
2013-02-05 14:09:00,1.35253,1.3528,1.35249,1.3527100000000001
2013-02-05 14:10:00,1.3527,1.3527100000000001,1.3523100000000001,1.35232
2013-02-05 14:11:00,1.3523100000000001,1.3524700000000001,1.3522700000000001,1.35246
2013-02-05 14:12:00,1.3524700000000001,1.35249,1.35225,1.3523700000000001
2013-02-05 14:13:00,1.3523700000000001,1.3523700000000001,1.35216,1.3523000000000001
2013-02-05 14:14:00,1.3523100000000001,1.3523100000000001,1.3520799999999999,1.35229
2013-02-05 14:15:00,1.3522799999999999,1.3523399999999999,1.3521799999999999,1.35232
2013-02-05 14:16:00,1.35232,1.3524,1.3522799999999999,1.35229
2013-02-05 14:17:00,1.35229,1.3523799999999999,1.3520299999999998,1.3520700000000001
2013-02-05 14:18:00,1.35209,1.35215,1.3511799999999998,1.3515999999999999
2013-02-05 14:19:00,1.35158,1.3515999999999999,1.35101,1.35141
