Date_Time,open,high,low,close
2013-02-01 16:12:00,1.3695600000000001,1.36991,1.3695600000000001,1.36981
2013-02-01 16:13:00,1.36978,1.3698900000000001,1.36955,1.36982
2013-02-01 16:14:00,1.36982,1.36985,1.36958,1.3695999999999999
2013-02-01 16:15:00,1.3695999999999999,1.3705200000000002,1.3695999999999999,1.37001
2013-02-01 16:16:00,1.37001,1.3700299999999999,1.36961,1.36964
2013-02-01 16:17:00,1.36964,1.3704799999999999,1.3696299999999999,1.3704100000000001
2013-02-01 16:18:00,1.3704100000000001,1.371,1.37018,1.37053
2013-02-01 16:19:00,1.3705399999999999,1.3711500000000001,1.37053,1.3705399999999999
2013-02-01 16:20:00,1.3705399999999999,1.3708,1.3704799999999999,1.37076
2013-02-01 16:21:00,1.37079,1.3710500000000001,1.3706399999999999,1.3709
2013-02-01 16:22:00,1.3708899999999999,1.3710100000000001,1.37053,1.37059
2013-02-01 16:23:00,1.37059,1.37076,1.3703700000000001,1.37039
2013-02-01 16:24:00,1.3703700000000001,1.37042,1.36974,1.3697700000000002
2013-02-01 16:25:00,1.3697700000000002,1.3697999999999999,1.3696700000000002,1.36971
2013-02-01 16:26:00,1.36972,1.36985,1.36965,1.36972
2013-02-01 16:27:00,1.3697299999999999,1.3700000000000001,1.36972,1.3697999999999999
2013-02-01 16:28:00,1.36981,1.36985,1.3695700000000002,1.36964
2013-02-01 16:29:00,1.3696299999999999,1.36964,1.3693299999999999,1.36937
2013-02-01 16:30:00,1.36937,1.3694,1.3690899999999999,1.3693500000000001
2013-02-01 16:31:00,1.36937,1.36964,1.3692600000000001,1.36964
2013-02-01 16:32:00,1.36964,1.36992,1.3695999999999999,1.36991
2013-02-01 16:33:00,1.36991,1.36991,1.3696900000000001,1.3697999999999999
2013-02-01 16:34:00,1.3697999999999999,1.37005,1.3696999999999999,1.3699600000000001
2013-02-01 16:35:00,1.36998,1.36998,1.3697900000000001,1.3697900000000001
2013-02-01 16:36:00,1.36981,1.37009,1.3697999999999999,1.3700399999999999
2013-02-01 16:37:00,1.3700299999999999,1.3703700000000001,1.3700000000000001,1.3700399999999999
2013-02-01 16:38:00,1.37001,1.3703700000000001,1.36999,1.37019
2013-02-01 16:39:00,1.3702000000000001,1.3702000000000001,1.36995,1.3700299999999999
2013-02-01 16:40:00,1.37002,1.37012,1.36981,1.36985
2013-02-01 16:41:00,1.36985,1.37012,1.36985,1.3700299999999999
2013-02-01 16:42:00,1.37001,1.3700399999999999,1.36985,1.36988
2013-02-01 16:43:00,1.36988,1.3698999999999999,1.3696900000000001,1.3696999999999999
2013-02-01 16:44:00,1.3696900000000001,1.36972,1.3695999999999999,1.36972
2013-02-01 16:45:00,1.36972,1.3697600000000001,1.3695899999999999,1.36961
2013-02-01 16:46:00,1.3696200000000001,1.3696999999999999,1.36961,1.3696600000000001
2013-02-01 16:47:00,1.3696600000000001,1.36968,1.36954,1.3695600000000001
2013-02-01 16:48:00,1.3695600000000001,1.36978,1.3695600000000001,1.36968
2013-02-01 16:49:00,1.3696700000000002,1.3696999999999999,1.36924,1.3693899999999999
2013-02-01 16:50:00,1.36937,1.3695999999999999,1.36937,1.36948
2013-02-01 16:51:00,1.36947,1.3694999999999999,1.3691899999999999,1.36921
2013-02-01 16:52:00,1.36921,1.3693200000000001,1.36921,1.3693200000000001
2013-02-01 16:53:00,1.3693200000000001,1.36954,1.3693200000000001,1.36941
2013-02-01 16:54:00,1.3694200000000001,1.36955,1.3693799999999998,1.36955
2013-02-01 16:55:00,1.3695700000000002,1.3695999999999999,1.3693899999999999,1.3695700000000002
2013-02-01 16:56:00,1.3695700000000002,1.36974,1.3693799999999998,1.3694999999999999
2013-02-01 16:57:00,1.3694999999999999,1.3694999999999999,1.3689,1.3689499999999999
2013-02-01 16:58:00,1.3689499999999999,1.36914,1.3687400000000001,1.3691
2013-02-01 16:59:00,1.3691,1.3693799999999998,1.3690899999999999,1.36914
2013-02-01 17:00:00,1.3691500000000001,1.3693299999999999,1.36887,1.3690100000000001
2013-02-01 17:01:00,1.3690100000000001,1.36914,1.36896,1.3691200000000001
2013-02-01 17:02:00,1.36911,1.36914,1.3689100000000001,1.3689499999999999
2013-02-01 17:03:00,1.3689499999999999,1.36896,1.3687799999999999,1.36883
2013-02-01 17:04:00,1.36883,1.36886,1.3684499999999999,1.36853
2013-02-01 17:05:00,1.3685100000000001,1.3687100000000001,1.36849,1.36859
2013-02-01 17:06:00,1.36859,1.3686499999999999,1.36839,1.3684399999999999
2013-02-01 17:07:00,1.36843,1.36856,1.36835,1.3685200000000002
2013-02-01 17:08:00,1.36853,1.3686200000000002,1.3683100000000001,1.3684000000000001
2013-02-01 17:09:00,1.3683799999999999,1.3685799999999999,1.36836,1.36843
2013-02-01 17:10:00,1.3684100000000001,1.36843,1.36799,1.36808
2013-02-01 17:11:00,1.36809,1.36836,1.36805,1.36829
2013-02-01 17:12:00,1.36829,1.3683299999999998,1.3680000000000001,1.3680000000000001
2013-02-01 17:13:00,1.3680000000000001,1.3680000000000001,1.3674600000000001,1.3677700000000002
2013-02-01 17:14:00,1.3677700000000002,1.3678600000000001,1.3674600000000001,1.36768
2013-02-01 17:15:00,1.36768,1.36774,1.3675899999999999,1.36772
2013-02-01 17:16:00,1.36768,1.3680600000000001,1.36768,1.36798
2013-02-01 17:17:00,1.36798,1.36802,1.3677900000000001,1.3678700000000001
2013-02-01 17:18:00,1.36785,1.3683299999999998,1.36785,1.3682799999999999
2013-02-01 17:19:00,1.3682700000000001,1.3682700000000001,1.3679299999999999,1.3680399999999999
2013-02-01 17:20:00,1.3680399999999999,1.3680600000000001,1.36755,1.3676999999999999
2013-02-01 17:21:00,1.3676900000000001,1.3676900000000001,1.36727,1.3673899999999999
2013-02-01 17:22:00,1.3673899999999999,1.36751,1.3673299999999999,1.3673600000000001
2013-02-01 17:23:00,1.3673899999999999,1.36744,1.3672799999999998,1.36741
2013-02-01 17:24:00,1.3673999999999999,1.36775,1.3673999999999999,1.36771
2013-02-01 17:25:00,1.36771,1.3677999999999999,1.36748,1.3675200000000001
